,ap_mac,ap_name
701523,70:f3:5a:96:66:eb:,Guest-CentraleSupelec
702269,70:f3:5a:96:66:ec:,CD91
702270,70:f3:5a:96:66:ef:,eduroam
766067,70:d3:79:2e:e8:4a:,
901708,70:d3:79:2e:de:09:,fabrique2024
901709,70:d3:79:2e:de:0b:,Guest-CentraleSupelec
901710,70:d3:79:2e:de:0c:,CD91
901711,70:d3:79:2e:de:0f:,eduroam
902601,70:d3:79:2e:de:0a:,
921225,94:d4:69:fd:b1:60:,eduroam
939643,b6:18:f5:54:f3:0c:,Galaxy A42 5G89A8
949292,c2:98:63:db:dc:5d:,Galaxy A12 0C3C
967049,70:d3:79:2e:8c:8a:,
968812,a6:af:76:57:f9:d1:,iPhone de Solal
993264,ae:3d:4c:5e:04:52:,AndroidAPFA0F
995643,06:54:f4:4d:e1:26:,
996049,d2:05:cf:11:f2:58:,
1023178,94:d4:69:f6:d9:ca:,
1024254,94:d4:69:f6:d9:cc:,CD91
1065029,94:d4:69:fa:99:68:,stop&go
1069662,94:d4:69:fa:99:60:,eduroam
1069663,94:d4:69:fa:99:67:,
1090120,b6:33:fd:a8:6a:6c:,Nico
1092211,ba:d9:9d:67:bd:48:,Tranquilitea
1095381,94:d4:69:f7:98:ea:,
1099338,94:d4:69:f7:98:e9:,fabrique2024
1099671,94:d4:69:f7:98:eb:,Guest-CentraleSupelec
1099672,94:d4:69:f7:98:ec:,CD91
1103161,94:d4:69:f7:98:ef:,eduroam
1109300,a4:88:73:4e:03:83:,
1116683,a4:88:73:4e:03:80:,eduroam
1136048,5e:7e:07:0f:b0:e0:,S23
1141385,2a:b2:e9:3d:8e:bc:,Galaxy A22 5G38ae
1150089,94:d4:69:f9:7d:2a:,
1155199,94:d4:69:f9:7d:2b:,Guest-CentraleSupelec
1155200,94:d4:69:f9:7d:2c:,CD91
1227290,94:d4:69:fa:7f:67:,stop&go
1227293,94:d4:69:fa:7f:6c:,CD91
1227294,94:d4:69:fa:7f:6f:,eduroam
1246917,94:d4:69:fd:b0:4a:,
1250678,94:d4:69:fd:b1:63:,CD91
1250679,94:d4:69:fd:b1:64:,Guest-CentraleSupelec
1250680,94:d4:69:fd:b1:65:,
1250681,94:d4:69:fd:b1:66:,fabrique2024
1250682,94:d4:69:fd:b1:68:,stop&go
1253078,94:d4:69:f9:7d:a4:,Guest-CentraleSupelec
1256426,94:d4:69:f9:7d:a3:,CD91
1258472,94:d4:69:f9:7d:a6:,fabrique2024
1259534,94:d4:69:f9:7d:a8:,stop&go
1262198,94:d4:69:f9:7d:a7:,
1269243,94:d4:69:f9:7d:a5:,
1272783,94:d4:69:f9:7d:a0:,eduroam
1276190,0a:74:83:cb:a9:29:,iPhone
1280038,94:d4:69:fd:b1:67:,
1301198,70:f3:5a:96:66:e5:,
1302934,a4:88:73:4e:03:87:,fabrique2024
1303250,a4:88:73:4e:03:86:,CD91
1404539,b2:39:36:ec:66:69:,.
1412845,e8:cc:18:8c:fe:90:,wifi hemicycle Amphi1
1489850,de:bf:e9:bb:6b:92:,Moto E (4) Plus 6998
1495563,b6:46:61:21:ac:2e:,adnet
1499798,52:8d:35:e2:37:89:,OPPO A16
1560068,16:a7:a2:09:69:07:,Pixel_7341
1583194,ff:ff:ff:ff:ff:ff:,DIRECT-
1635162,12:5e:ed:34:c1:37:,Galaxy S20 5Gb9b5
1728709,94:d4:69:fd:b1:6b:,Guest-CentraleSupelec
1728710,94:d4:69:fd:b1:6c:,CD91
1728711,94:d4:69:fd:b1:6f:,eduroam
