,ap_mac,ap_name
80,94:d4:69:fd:ac:e5,
81,94:d4:69:fd:b2:2a,
82,94:d4:69:fd:b2:2e,
83,70:d3:79:39:de:27,
84,70:d3:79:39:de:29,TOSS2024
85,94:d4:69:fa:9a:0a,
86,70:d3:79:39:de:25,
87,70:d3:79:39:de:26,fabrique2024
88,94:d4:69:f9:7d:c4,Guest-CentraleSupelec
89,94:d4:69:f9:7d:c1,
90,10:be:f5:be:83:c0,
91,94:d4:69:fa:94:44,Guest-CentraleSupelec
92,e8:cc:18:8d:3e:00,wifi amphi 120-3 5g
93,94:d4:69:fa:94:45,
94,94:d4:69:f9:7d:c7,
95,e8:cc:18:8d:3e:10,wifi amphi 120-3
96,94:d4:69:fa:94:43,CD91
97,94:d4:69:fd:b1:e2,START UP FOR KIDS
98,ba:5a:e1:12:88:a3,Galaxy A12780C
99,10:be:f5:be:82:a8,
100,94:d4:69:f6:b5:a4,Guest-CentraleSupelec
101,94:d4:69:f6:b5:a5,
102,94:d4:69:f6:b5:a6,fabrique2024
103,94:d4:69:fa:94:42,START UP FOR KIDS
104,94:d4:69:fa:94:40,eduroam
105,94:d4:69:fa:94:41,
106,94:d4:69:fd:b1:e5,
107,94:d4:69:fd:b1:e3,CD91
108,94:d4:69:fd:b1:e0,eduroam
109,94:d4:69:fd:b1:e1,
110,94:d4:69:fd:b1:e4,Guest-CentraleSupelec
111,94:d4:69:f7:98:e6,fabrique2024
112,94:d4:69:f7:98:e7,
113,94:d4:69:f7:98:e3,CD91
114,94:d4:69:f7:98:e5,
115,94:d4:69:f6:b5:a1,
116,94:d4:69:f7:98:e0,eduroam
117,94:d4:69:f7:98:e2,START UP FOR KIDS
118,94:d4:69:f7:98:e1,
119,94:d4:69:fd:b1:e9,TOSS2024
120,94:d4:69:f9:7d:c2,START UP FOR KIDS
121,94:d4:69:f9:7d:c3,CD91
