timestamp,00:0e:8e:6e:4d:5e,10:be:f5:be:82:a8,10:be:f5:be:83:c0,1c:1e:e3:db:04:b8,28:ee:52:ae:77:07,28:ee:52:ae:77:08,32:3d:6b:ac:cc:58,70:d3:79:39:6c:00,70:d3:79:39:6c:01,70:d3:79:39:6c:02,70:d3:79:39:6c:03,70:d3:79:39:6c:04,70:d3:79:39:6c:05,70:d3:79:39:6c:06,70:d3:79:39:6c:07,70:d3:79:39:6c:09,70:d3:79:39:de:20,70:d3:79:39:de:21,70:d3:79:39:de:22,70:d3:79:39:de:23,70:d3:79:39:de:24,70:d3:79:39:de:25,70:d3:79:39:de:26,70:d3:79:39:de:27,70:d3:79:39:de:28,70:d3:79:39:de:29,94:d4:69:f6:b5:a0,94:d4:69:f6:b5:a1,94:d4:69:f6:b5:a2,94:d4:69:f6:b5:a3,94:d4:69:f6:b5:a4,94:d4:69:f6:b5:a5,94:d4:69:f6:b5:a6,94:d4:69:f6:b5:a7,94:d4:69:f6:b5:a8,94:d4:69:f7:98:e9,94:d4:69:f9:7d:c0,94:d4:69:f9:7d:c1,94:d4:69:f9:7d:c2,94:d4:69:f9:7d:c3,94:d4:69:f9:7d:c4,94:d4:69:f9:7d:c5,94:d4:69:f9:7d:c6,94:d4:69:f9:7d:c7,94:d4:69:f9:7d:c8,94:d4:69:f9:7d:c9,94:d4:69:fa:94:40,94:d4:69:fa:94:41,94:d4:69:fa:94:42,94:d4:69:fa:94:43,94:d4:69:fa:94:44,94:d4:69:fa:94:45,94:d4:69:fa:94:46,94:d4:69:fa:94:47,94:d4:69:fa:94:48,94:d4:69:fa:94:49,94:d4:69:fa:9a:00,94:d4:69:fa:9a:01,94:d4:69:fa:9a:02,94:d4:69:fa:9a:03,94:d4:69:fa:9a:04,94:d4:69:fa:9a:05,94:d4:69:fa:9a:06,94:d4:69:fa:9a:07,94:d4:69:fa:9a:08,94:d4:69:fa:9a:09,94:d4:69:fa:9a:0a,94:d4:69:fa:9a:0b,94:d4:69:fa:9a:0c,94:d4:69:fa:9a:0d,94:d4:69:fa:9a:0e,94:d4:69:fa:9a:0f,94:d4:69:fd:ac:e5,94:d4:69:fd:ac:e6,94:d4:69:fd:ac:e7,94:d4:69:fd:ac:e8,94:d4:69:fd:ac:e9,94:d4:69:fd:b1:00,94:d4:69:fd:b1:01,94:d4:69:fd:b1:02,94:d4:69:fd:b1:03,94:d4:69:fd:b1:04,94:d4:69:fd:b1:05,94:d4:69:fd:b1:06,94:d4:69:fd:b1:07,94:d4:69:fd:b1:08,94:d4:69:fd:b1:09,94:d4:69:fd:b1:0a,94:d4:69:fd:b1:0b,94:d4:69:fd:b1:0c,94:d4:69:fd:b1:0d,94:d4:69:fd:b1:0e,94:d4:69:fd:b1:0f,94:d4:69:fd:b1:e0,94:d4:69:fd:b1:e3,94:d4:69:fd:b1:e4,94:d4:69:fd:b1:e5,94:d4:69:fd:b1:e6,94:d4:69:fd:b1:e7,94:d4:69:fd:b1:e9,94:d4:69:fd:b2:20,94:d4:69:fd:b2:21,94:d4:69:fd:b2:22,94:d4:69:fd:b2:23,94:d4:69:fd:b2:24,94:d4:69:fd:b2:25,94:d4:69:fd:b2:26,94:d4:69:fd:b2:27,94:d4:69:fd:b2:28,94:d4:69:fd:b2:29,94:d4:69:fd:b2:2a,94:d4:69:fd:b2:2b,94:d4:69:fd:b2:2c,94:d4:69:fd:b2:2d,94:d4:69:fd:b2:2e,94:d4:69:fd:b2:2f,aa:6b:ad:45:e7:0d,b2:3e:26:00:d8:44,e8:cc:18:8d:3e:00,e8:cc:18:8d:3e:10
1714717884.960067,,,,,,,-70,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,,,,,,,-77,-70,-70,-70,-70,-69,-69,-86,-86,-70,-86,,-87,-86,-86,,-86,,,,,,-76,,,,,,,-86,,,,-85,,,,,,,,,,,,-57,-57,-57,-57,-57,-57,-57,-57,-57,-58,-75,-74,-74,-74,-74,-74,-82,,,
1714717891.9850788,-92,,,,,,-77,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,,,,,,,,-77,-71,-70,-70,-70,-70,-70,-86,-86,-71,-86,,-87,-86,-86,,-86,,,,,,-76,,-83,,,,-82,-86,-81,-81,,-85,-89,-90,,,,,,,,,,-55,-55,-55,-55,-54,-54,-55,-54,-55,-55,-75,-76,-76,-75,-74,-75,-82,,,
1714717899.0110059,-92,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,,,,,,,,,-71,-70,-70,-70,-70,-70,-70,-71,-71,-70,,,,,,,,,,,,,,-83,,,,-82,-80,-81,-81,,,-89,-90,,,,,,,,,,-55,-55,-55,-55,-54,-54,-55,-54,-55,-55,,-76,-76,-75,,-75,,,,
1714717906.0149097,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-71,-71,-71,-71,-71,-79,-71,-71,-71,,-79,-79,-79,,-79,,,,,,,,,,-78,,-89,-78,,,,,,,,,,,,,,,,-55,-55,-55,-55,-55,-55,-56,-55,-55,-55,,-75,-74,-74,,-75,,,,
1714717913.0161774,,,,,-96,-90,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-71,-71,-71,-71,-71,-70,-85,-72,-72,-71,-85,-85,-85,-85,-84,-85,,,,,,-75,,,,-78,,-89,-78,,-74,,,,,,,,,,,-84,,,-59,-59,-59,-59,-58,-59,-59,-59,-58,-58,,-76,-76,-76,,-76,-80,,,
1714717920.0364158,-93,,,,-96,-82,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,-71,-70,-80,-72,-72,-81,-85,-80,-80,-81,-84,-81,,,,,,-75,,,,,,-87,-88,-79,-78,,-87,-88,-87,,,,,,,-84,,,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,,-74,-74,-74,,-74,-80,,,
1714717927.0563548,,,,,-96,-74,-70,,,-85,,,,,,,-81,,-81,-81,-82,-81,-82,,-82,-81,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,-78,-69,,,-69,,,-84,-69,,-69,,-84,-85,-84,,-85,,,,,,,,,-75,-75,-75,-75,-75,-75,-75,,,,,,,,,,-85,,,,-60,-61,-60,-60,-60,-60,-60,-60,-59,-60,,-76,-76,-76,,-76,-81,,,
1714717934.0847945,,,,,-96,-74,-70,,,-85,,,,,,,-81,,-81,-81,-82,-81,-82,,-82,-81,,,,,,,,,,,,,,,,,,,,,-79,,,,,,,,,-78,-69,,,-69,,,-84,-69,,-69,,-84,-85,-84,,-85,,,,,,,,,-75,-75,-75,-75,-75,-75,-75,,,,,,,,,,-85,,,,-60,-61,-60,-60,-60,-60,-60,-60,-59,-60,,-76,-76,-76,,-76,-81,,,
1714717941.1110947,-93,,,-94,,-83,-70,,-85,,,,,,,,-82,,-79,-82,-83,-80,-83,,,-83,,,,,,,,,,,,,,,,,,,,,-79,-75,,,,,,,-76,-76,-70,-70,-69,-70,-70,-70,-70,-70,-70,-70,,-86,-86,-86,,-87,,,,,,-76,-75,-75,-75,-75,-75,-76,-75,-75,-76,,-89,,,,,,,,,,,,-61,-61,-61,-61,-60,-61,-61,-61,-61,-61,,-76,-76,-76,,-76,,,,
1714717948.1360373,,,,-94,,-80,-73,,-85,,,,,,,,-82,,,-82,-83,,-83,,,-83,,,,,,,,,,,,,,,,,,,,,-78,,,-78,,,-78,,-77,-78,-70,-70,-71,-71,-71,-71,-84,-71,-71,-71,,-84,-84,-83,,-83,,,,,,-78,-79,-78,-78,-79,-75,-76,-75,-78,-78,,,,,,,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-75,-75,-75,-74,-74,-74,,,,
1714717955.1578147,-93,,,,,-80,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-68,-67,,-68,,-81,-68,-67,-81,,-81,-82,-81,,-81,,,,,,,,,-72,,,-72,-72,,-72,,,,,,,,,,,,,,-60,-59,-59,-59,-59,-59,-59,-59,-59,-59,,-78,-77,-77,,-77,,-92,,
1714717962.1840234,-92,,,,,-80,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,-80,-70,-68,-70,-70,-68,,-90,-68,-69,-89,,-81,-82,-89,,-81,,,,,,-79,-78,-79,-79,-79,-78,-79,-78,-79,-79,,,,,,,,,,,,,,-55,-55,-54,-54,-54,-54,-54,-55,-55,-54,,-76,-76,-76,,-75,,-92,,
1714717969.2097716,-92,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,-80,-70,,-70,-70,,,-90,-89,-69,-89,,,,-89,,,,,,,,-79,-78,-79,-79,-79,-78,-79,-78,-79,-79,,,,,,,,,,,,,,-55,-55,-54,-54,-54,-54,-54,-55,-55,-54,,-76,-76,-76,,-75,,,,
1714717976.2354734,-91,,,,,,-78,,,,,,,,,,-81,-81,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,-78,-79,-78,-78,-78,,,,,-78,-69,-69,,-69,-69,-69,-69,-80,,-80,,-80,-80,-80,,-80,,,,,,-78,-78,-79,-78,-78,-79,-78,,-79,-78,,,,,,,,,,,,,,-51,-51,-51,-51,-51,,-51,-75,-51,-52,,-74,-74,-74,,-73,,,,
1714717983.261215,-91,,,,,,-71,,,,,,,,,,-81,-81,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,-79,-79,-78,-78,-78,,,,,-78,-70,-70,-71,-70,-69,-70,-70,-83,-71,-83,,-83,-83,-83,,-83,,,,,,-77,-76,-76,-76,-76,-76,-76,-77,-76,-76,,,,,,,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-74,-56,-55,,-74,-74,-74,,-74,-82,,,
1714717990.2845986,-91,-92,,,-95,,-73,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,-84,,,-78,-78,,,-78,-79,-79,-78,,,-71,-71,-71,-72,-71,-71,-71,-82,-71,-82,,-82,-82,-82,,-82,,,,,,-76,-76,-76,-76,-76,-76,-76,-79,-79,-78,,-89,,,,,,,,,,,-84,-58,-59,-58,-57,-57,-57,-57,-75,-57,-58,,-75,-74,-74,,-75,-82,,,
1714717998.2617369,-90,,,,,,-76,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,-79,-79,-80,,,,-79,,-79,-79,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,,-81,-82,-81,,-81,,,,,,-77,-77,-77,-76,-77,-77,-76,-76,-76,-77,,-90,,,,,,,,,,,,-52,-52,-52,-51,-52,-52,-52,-52,-52,-52,,-78,-78,-78,,-78,,,,
1714718004.3197706,-90,-93,,,-95,-77,-72,,,,,,,,,,-83,,-82,,-84,,,,,-81,,,,,,,,,,,,,,,,,,,,,-79,-79,-80,,,,-79,,-78,-78,-70,-70,-70,-71,-72,-70,-70,-70,-70,-71,,-84,-85,-84,,-84,,,,,,-75,-75,-76,-76,-75,-76,-76,-76,-75,-75,,-90,,,,,,,,,,,,-56,-56,-57,-56,-57,-57,-56,-56,-57,-57,,-73,-73,-73,,-73,-81,,,
1714718011.3527498,,-93,,,-95,-83,-76,,,,,,,,,,-83,,-82,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,-79,-79,,,,,-79,-78,-73,-70,-73,-73,,-73,-73,-72,-73,-73,-80,-81,-81,-81,-81,-80,,,,,,-78,-78,-78,-78,-77,-78,-78,-78,-78,-78,,,,,,,,,,,,,,-51,-52,-51,-51,-51,-51,-51,-51,-51,-57,,-76,-76,-76,,-76,-81,,,
1714718018.3616786,-90,,,,,-76,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-78,-79,-79,,,,,-79,-78,-71,,-71,-70,,-70,-70,-70,-70,-71,-82,-82,-82,-82,-81,-82,,,,,,-76,-76,-76,-75,-75,-75,-75,-75,-75,-75,-89,,-89,-89,-89,-89,,,,,,,,-62,-62,-62,-62,-62,-62,-62,-62,-62,-74,,-74,-74,-74,,-74,,,,
1714718025.385842,-90,,,,,-84,-77,,,,,,,,,,,,,,-82,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,,,,,,-79,,-72,,,,-72,-73,-73,-72,-72,-72,,-83,-82,-83,,-82,,,,,,-79,-79,-78,-79,-78,-78,-78,-79,-78,-79,,-90,,,,,,,,,,,,-52,-52,-52,-52,-52,-52,-52,-53,-52,-74,,-75,-74,-74,,-74,,,,
1714718032.4055834,-90,,,,,-84,-77,,,,,,,,,,,,,,-82,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,,,,,,-79,,-72,,,,-72,-73,-73,-72,-72,-72,,-83,-82,-83,,-82,,,,,,-79,-79,-78,-79,-78,-78,-78,-79,-78,-79,,-90,,,,,,,,,,,,-52,-52,-52,-52,-52,-52,-52,-53,-52,-74,,-75,-74,-74,,-74,,,,
1714718039.428499,-91,,,,-96,,-75,,,,,,,,,,-84,-83,-83,-82,,-83,-83,-83,-83,-83,,,,,,,,,,,,,,,-83,-82,-84,,,,,,,,,,,,,-81,-73,-73,-73,-72,-72,-72,-72,-72,-72,-72,,-83,-83,-83,,-83,,,,,,-77,-77,-77,-77,,-77,-77,-77,-77,-77,,,,,,,,,,,,,,-53,-53,-54,-53,-53,-53,-54,-53,-53,-76,,-77,-76,-76,,-77,-82,,,
1714718046.4476485,-95,-92,,,-93,,-67,-85,,,,,,,,,-81,-80,-81,-81,,,-80,-81,-80,-81,,,,,,,,,,,-84,,,,,-84,-85,-84,-85,,,,,,,,,,,,-69,-69,-69,-70,-70,-70,-70,-70,-70,-82,,-82,-82,-82,,-82,,,,,,-74,-74,-73,-74,-74,,-74,-73,-73,-73,,-87,,,,,,,,,,,,-55,-55,-55,-55,-55,-55,-55,-55,-55,-56,,-75,-75,-75,,-75,,,,
1714718053.4605653,-89,-92,,,-93,,-78,-85,,,,,,,,,-81,-80,-81,-81,,,-80,-81,-80,-81,,,,,,,,,,,-84,,,,,-84,-85,-84,-85,,,,,,,,,,,,-72,-72,-72,-72,-72,-72,-72,-73,-73,-85,,-86,-85,-85,,-85,,,,,,-74,-74,-79,-79,-79,-79,-79,-78,-79,-79,,-87,,,,,,,,,,,,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,,-75,-75,-75,,-75,,,,
1714718060.485116,-89,,,,-92,-82,-77,,,,,,,,,,,,,,,,,,,,-86,-85,,-87,-86,,,-86,-86,,,,,,,,,,,,,,,,,,,,,-78,-72,-72,-72,-69,-69,-72,-69,-73,-73,-83,,-83,-83,-83,,-83,,,,,,-72,-71,-72,-71,-71,-71,-71,-78,-71,-72,,-85,,,,,,,,,,,,-55,-57,-55,-55,-58,-56,-56,-58,-58,-58,,-72,-72,-72,,-72,,-85,,
1714718068.4438474,-91,,,,,-84,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-78,,,-72,-72,-73,,-72,-73,-72,-72,,-83,-83,-84,,-83,,,,,,-81,,,,-81,-81,-81,-81,,-81,,,,,,,,,,,,,,-53,-52,-53,-53,-53,-53,-53,-53,-53,-52,,-78,-78,-78,,-78,,,,
1714718074.5194626,-93,,,,-93,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-70,-69,-70,-69,-70,-69,-83,-70,-69,,-83,-83,-83,,-83,,,,,,,,,,,,-87,,,,,,,,,-87,,,,,,,-83,-59,,-59,-59,-60,-60,-58,-59,-60,-58,,-75,-75,-75,,-75,,,,
1714718081.5442832,-91,,,,-93,-83,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-80,,,,,,,,,-74,-73,-74,-74,-73,-73,-73,-82,-73,-74,,-83,-82,-82,,-82,,,,,,,,-78,-78,-78,-78,-87,-78,-78,-78,,,,,,-87,,,,,,,-83,-54,-54,-53,-54,-54,-53,-54,-54,-54,-54,,-79,-79,-79,,-79,,,,
1714718088.5684395,-94,,-94,,-95,-76,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,-83,-84,-83,-81,-80,,,,,,,,-80,-72,-72,-72,-72,-72,-72,-72,-82,-71,-72,,-82,-82,-82,,-82,,,,,,,-73,-73,-73,-73,-73,-73,-73,-72,-73,,-87,,,,,,-84,,,,,-84,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,,-75,-75,-75,-75,-74,-82,-88,,
1714718095.5926373,-93,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-75,-75,-75,-75,-75,-75,-75,-75,-74,-75,,-84,-84,-84,,-85,,,,,,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,,,,,,,,,,,,,,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-77,-77,-77,-77,-77,-77,,,,
1714718102.6166549,-93,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-75,-75,-75,-75,-75,-75,-75,-75,-74,-75,,-84,-84,-84,,-85,,,,,,-79,-80,-80,-80,-80,-80,-80,-80,-80,-80,,,,,,,,,,,,,,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-77,-77,-77,-77,-77,-77,,,,
1714718109.6289558,-91,,,,-92,,-72,,,,,,,,,,-84,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-69,-70,-70,-69,-69,-69,-70,-69,-69,-69,,-85,-85,-85,,-85,,,,,,-74,-73,-74,-74,-73,-80,-81,-81,-74,-73,,-87,,,,,,-83,-83,-83,,,,-58,-59,-57,-58,-58,-58,-57,-57,-58,-59,,-75,-76,-75,,-75,-82,,,
1714718116.6519856,-91,,,,,-82,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-74,-73,-74,-73,-73,-73,-73,,-83,,-83,-84,-83,,-83,,,,,,-78,,,,,-78,-78,,,,,,,,,,,,,,,,,-55,-54,-54,-54,-54,-54,-54,-54,-54,-54,,-78,-78,-78,,-78,,,,
1714718123.6764636,-91,,,,-94,-82,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,-82,,,,,,,,,,,-71,-71,-71,-71,-71,-71,-73,-71,-71,-83,,-83,-84,-83,,-83,,,,,,-78,,,,,-78,-78,-84,,-74,,-86,,,,,,,,,,-85,,-61,-62,-61,-61,-62,-61,-61,-62,-61,-61,,-73,-73,-73,,-73,-81,,,
1714718130.7022424,,,,,-94,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,-82,,,,,,,,,,,-71,-71,-71,-71,-71,-71,,-71,-71,-71,,,,,,,,,,,,,,,,,,-86,-84,,-74,,-86,,,,,,,,,,-85,,-61,-62,-61,-61,-62,-61,-61,-62,-61,-61,,-73,-73,-73,,-73,-81,,,
1714718137.7032633,-96,,,,-92,-77,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,-79,-80,-71,-71,-71,-71,-70,-70,-71,-86,-70,-71,,-86,-86,-86,,-85,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,-62,-62,-62,-63,-63,-63,-73,-73,-63,-73,,-74,-73,-74,,-73,-80,,-93,
1714718144.7245722,-91,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-73,-73,-72,-73,-72,,-72,-88,-72,-72,,-87,-88,-89,,-86,,,,,,-79,-80,-79,-80,-80,-80,-80,,,-80,,,,,,,,,,,,,,-53,-53,-53,-53,-53,-53,-79,-79,-54,-79,,-79,-79,-79,,-79,,,,
1714718151.7534494,-91,,,,-93,-78,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,,,,,-82,,,,,,,,,,,-81,-77,-73,-70,-71,-70,-71,-69,-71,-82,-72,-72,-81,-81,-82,-82,-82,-82,,,,,,-76,-76,-76,-76,-76,-76,-77,,,-77,,,,,,,-85,,,,,,,-60,-60,-61,-61,-61,-61,-74,-74,-61,-74,,-74,-73,-74,,-73,,,,
1714718158.7784095,,,,,-93,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,-82,,,,,-82,,,,,,,,,,,,-77,-74,-74,-75,-74,-74,-74,-74,-84,-81,-83,-81,-84,-84,-84,-82,-83,,,,,,-79,-79,-79,-79,-78,-79,-79,-79,-78,-79,,,,,,,-85,,,,,,,-53,-53,-53,-53,-53,-53,-74,-74,-53,-74,,-74,-73,-74,,-73,,,,
1714718166.7510402,,,,,-92,-77,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-71,-71,-71,-70,-70,-81,-71,-71,,-81,-81,-81,,-81,,,,,,-76,-76,,,,,-76,,,,,,,,,,,,,,,,,-61,-62,-61,-62,-62,-62,-62,-62,-62,-61,,-74,-74,-74,,-74,,,,
1714718172.8243062,,,,,-92,-77,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-74,-74,-73,-73,-70,-72,-83,-71,-71,,-83,-83,-83,,-83,,,,,,-79,-78,,,-78,-78,-79,-78,-78,-79,,,,,,,,,,,,,,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,,-79,-80,-79,,-79,,,,
1714718179.8483765,,,,,,-77,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,,,,,,-71,-71,-71,-70,-70,-71,-72,-82,-70,-82,,-83,-82,-82,,-82,,,,,,-76,-75,-75,-75,-75,-75,-75,-75,-76,-75,,,,-87,,,,,,,,,,-59,-59,-60,-57,-58,-58,-58,-59,-59,-58,,-75,-75,-75,,-75,-81,,,
1714718186.8719196,,,,,,,-78,,,,,,,,,,,-81,-82,-82,,,-82,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,-74,-74,-74,-74,-74,-74,-74,-74,-75,,-81,-81,-81,,-81,,,,,,-79,-79,-79,,,-79,-79,,,-79,-91,,,-90,-90,-90,,,,,,,,-53,-53,-54,-54,-54,-54,-54,-54,-54,-54,,-80,-80,-80,,-80,,,,
1714718193.8972394,,,,,,,-72,,,,,,,,,,,-81,-82,-82,,,-82,,,-82,-86,,,,,,,,,,,-81,-80,-81,,,,,-81,-81,,,,,,,,,,,-73,-73,-74,-74,-74,-72,-72,-72,-72,-72,,-82,-83,-82,,-82,,,,,,-79,-75,-75,-76,,-75,-74,-75,-74,-75,-91,,,-90,-90,-86,,,,,,,-85,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,,-74,-74,-74,,-74,,,,
1714718200.9219475,-96,,,,-94,,-72,,,,,,,,,,,,,,,,,,,,-86,,,,,-86,,,,,,-81,-80,-81,,,,,-81,-81,,,,,,,,,,,-73,-73,,,,-72,-72,-72,-72,-72,,-82,-83,-82,,-82,,,,,,,-75,-75,-76,-75,-75,-74,-75,-74,-75,,,,,,-86,,,,,,,-85,-59,-59,-59,-59,-59,-59,-59,-59,-59,-59,,-74,-74,-74,,-74,,,,
1714718207.9476311,,,,-94,-93,-76,-72,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,-79,-81,,,,,,-80,-73,-73,-73,-72,-73,-73,-70,-73,-73,-70,,-83,-83,-83,,-83,,,,,,,-75,-75,-75,-77,-77,-76,-77,-74,-75,,-85,-86,-85,,-85,,,,,,,,-57,,-57,-57,-57,-57,-75,-75,-57,-75,,-75,-75,-75,,-75,-83,,-95,
1714718214.9664662,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,-73,-73,,,-84,-84,-73,-74,,-84,-84,-85,,-84,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,-58,-58,-58,-58,-57,-57,-78,-78,-58,-78,-78,-78,-78,-78,-78,-78,,,,
1714718221.9981332,,,,,-93,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,-73,-71,-71,,-83,-83,-73,-71,,-83,-82,-82,,-82,,,,,,,,,-75,,,,,,-76,,,-87,,,,,,,,,,,-57,-58,-58,-57,-57,-57,-75,-75,-57,-75,-78,-75,-75,-75,-78,-75,,,,
1714718229.0246966,,,,,-93,-81,-80,,,,,,-83,-82,,,-81,,,-82,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,,,,-74,-74,-74,-83,-82,-74,-74,-82,-82,-82,-82,-82,-82,,,,,,,,-76,-75,-76,,-86,-75,-75,-75,,-86,-86,-86,,-86,,,,,,,,-53,,-53,-53,-53,-53,-78,-77,-53,-78,,-78,-77,-77,,-78,,,,
1714718237.0166192,,,,,-93,-77,-73,,,,,-83,,,,,,,-81,-82,-82,-82,,,,,-85,,-84,-85,,,,,,,,,,,,,-82,-82,-82,-82,,,,,,,,,,,-72,-72,-72,-72,,,-85,-85,-72,-72,,-85,-85,-85,,-85,,,,,,-74,-74,-74,-73,,-74,-74,-74,-74,-74,,,,,,,,,,,,,,-61,-61,-62,-61,-62,-61,-61,-62,-61,-61,,-77,-77,-77,,-77,-81,,,
1714718243.0636435,,,,,-93,-86,-77,,,,,-83,,,,,,,-81,-82,-82,-82,,,,,-85,,-84,-85,,,,,,,,,,,,,-82,-82,-82,-82,,,,,,,,,,,-72,-72,-74,-72,,,-83,-83,-74,-75,,-83,-83,-83,,-83,,,,,,-77,-78,-78,-78,,-78,-78,-78,-78,-78,,,-86,-86,,-86,,,,,,,,-52,-53,-53,-53,-54,-53,-53,-53,-53,-53,,-75,-75,-75,,-75,-81,,,
1714718250.0812552,,,,,,-86,-69,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,-81,-81,,,,,,-81,-73,-72,-72,-73,-73,,-83,-83,-73,-72,-83,-83,-84,-83,-83,-83,,,,,,-77,-78,-78,-78,-79,-78,-78,-78,-78,-78,,-86,-86,-86,,-86,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-57,-57,,-75,-75,-75,,-76,,,-92,
1714718257.112079,,,,,,,-71,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,,,,,,,,,-76,-75,-75,-76,-76,-75,-81,-75,-75,-82,,-81,-81,-81,-81,-82,,,,,,,,-79,-79,-79,-79,-86,-86,-79,-79,,-87,-86,-87,,-86,,,,,,,,-54,-54,-54,-54,-54,-54,-54,-54,-54,-53,,-77,-77,-77,,-77,,-94,,
1714718264.1355834,-95,,,,,,-73,-83,,,-84,-83,-84,,,,,,,,,,,,,,,,,,,,-86,-86,,,,,,,,,,,,-84,-79,-79,,,,,,,,,-76,-75,-75,-76,-76,-75,-82,-70,-75,-82,,-83,-82,-82,-81,-82,,,,,,,,-79,-79,-79,-79,-86,-86,-79,-79,,-88,-86,-87,,-86,,,,,,,,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,,-74,-74,-75,,-75,-83,-94,,
