timestamp,00:0e:8e:6e:4d:5e,10:be:f5:be:82:a8,10:be:f5:be:83:c0,1c:1e:e3:94:17:f8,1c:1e:e3:db:04:b8,28:ee:52:ae:77:07,28:ee:52:ae:77:08,70:d3:79:39:6c:00,70:d3:79:39:6c:01,70:d3:79:39:6c:02,70:d3:79:39:6c:03,70:d3:79:39:6c:04,70:d3:79:39:6c:05,70:d3:79:39:6c:06,70:d3:79:39:6c:07,70:d3:79:39:6c:08,70:d3:79:39:6c:09,70:d3:79:39:de:20,70:d3:79:39:de:21,70:d3:79:39:de:22,70:d3:79:39:de:23,70:d3:79:39:de:24,70:d3:79:39:de:25,70:d3:79:39:de:26,70:d3:79:39:de:27,70:d3:79:39:de:28,70:d3:79:39:de:29,94:d4:69:f6:b5:a1,94:d4:69:f6:b5:a2,94:d4:69:f6:b5:a3,94:d4:69:f6:b5:a4,94:d4:69:f6:b5:a5,94:d4:69:f6:b5:a6,94:d4:69:f6:b5:a8,94:d4:69:f7:98:e0,94:d4:69:f7:98:e1,94:d4:69:f7:98:e2,94:d4:69:f7:98:e3,94:d4:69:f7:98:e5,94:d4:69:f7:98:e6,94:d4:69:f7:98:e7,94:d4:69:f9:7d:c0,94:d4:69:f9:7d:c1,94:d4:69:f9:7d:c2,94:d4:69:f9:7d:c3,94:d4:69:f9:7d:c4,94:d4:69:f9:7d:c5,94:d4:69:f9:7d:c6,94:d4:69:f9:7d:c7,94:d4:69:f9:7d:c8,94:d4:69:f9:7d:c9,94:d4:69:fa:94:40,94:d4:69:fa:94:41,94:d4:69:fa:94:42,94:d4:69:fa:94:43,94:d4:69:fa:94:44,94:d4:69:fa:94:45,94:d4:69:fa:94:46,94:d4:69:fa:94:47,94:d4:69:fa:94:48,94:d4:69:fa:94:49,94:d4:69:fa:9a:00,94:d4:69:fa:9a:01,94:d4:69:fa:9a:02,94:d4:69:fa:9a:03,94:d4:69:fa:9a:04,94:d4:69:fa:9a:05,94:d4:69:fa:9a:06,94:d4:69:fa:9a:07,94:d4:69:fa:9a:08,94:d4:69:fa:9a:09,94:d4:69:fa:9a:0a,94:d4:69:fa:9a:0b,94:d4:69:fa:9a:0c,94:d4:69:fa:9a:0d,94:d4:69:fa:9a:0e,94:d4:69:fa:9a:0f,94:d4:69:fd:ac:e5,94:d4:69:fd:b1:00,94:d4:69:fd:b1:01,94:d4:69:fd:b1:02,94:d4:69:fd:b1:03,94:d4:69:fd:b1:04,94:d4:69:fd:b1:05,94:d4:69:fd:b1:06,94:d4:69:fd:b1:07,94:d4:69:fd:b1:08,94:d4:69:fd:b1:09,94:d4:69:fd:b1:0a,94:d4:69:fd:b1:0b,94:d4:69:fd:b1:0c,94:d4:69:fd:b1:0d,94:d4:69:fd:b1:0e,94:d4:69:fd:b1:0f,94:d4:69:fd:b1:e0,94:d4:69:fd:b1:e1,94:d4:69:fd:b1:e2,94:d4:69:fd:b1:e3,94:d4:69:fd:b1:e4,94:d4:69:fd:b1:e5,94:d4:69:fd:b1:e9,94:d4:69:fd:b2:20,94:d4:69:fd:b2:21,94:d4:69:fd:b2:22,94:d4:69:fd:b2:23,94:d4:69:fd:b2:24,94:d4:69:fd:b2:25,94:d4:69:fd:b2:26,94:d4:69:fd:b2:27,94:d4:69:fd:b2:28,94:d4:69:fd:b2:29,94:d4:69:fd:b2:2a,94:d4:69:fd:b2:2b,94:d4:69:fd:b2:2c,94:d4:69:fd:b2:2d,94:d4:69:fd:b2:2e,94:d4:69:fd:b2:2f,aa:6b:ad:45:e7:0d,b2:3e:26:00:d8:44,ba:5a:e1:12:88:a3,e8:cc:18:8d:3e:00,e8:cc:18:8d:3e:10
1714719861.9275296,,,,-54,,,-81,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-85,,-84,,-84,,,-84,,,,,,,,,,,,-80,-80,-80,-80,-80,-80,-81,-80,-72,-72,-72,-72,-71,-72,-83,-83,-72,-83,,-83,-83,-83,,-84,,,,-82,-82,-81,,-87,-88,-81,-82,,-88,-87,-87,,-87,,,,,,,,-55,-55,-55,-55,-55,-55,-55,-55,-54,-55,,-76,-76,-76,,-77,,-91,,,
1714719869.9034965,,,,-62,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,-80,-80,-79,-79,-80,-79,-80,-72,-71,-71,-71,-72,-71,-71,-71,-71,-71,,-81,-81,-81,,-82,,-75,-76,-75,-76,-75,-76,-76,-76,-75,-76,,,-89,-87,,-89,,,,,,,,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,,-74,-74,-74,,-74,,,,,
1714719875.9561799,,,,-53,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,-78,-78,-79,-79,-79,-78,-79,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,,-82,-83,-83,,-82,,-79,-79,-78,-78,-75,-76,-76,-76,-78,-78,,,-89,-87,,-89,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-57,,-75,-74,-74,,-74,,,,,
1714719882.9575903,,,,-63,,,-78,,,,,,,,,,,-82,-82,-82,,,-81,,,-82,-83,,,,,,,,,,,,,,,,,,,,-82,-82,-82,,-81,,,,-78,-81,-79,,-79,-81,-80,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,,-80,-80,-80,,-80,,-75,-79,-78,-74,,,,,-75,-75,,,,,,,-85,,,,,,,-55,-54,-55,-54,-54,-54,-54,-54,-54,-54,,-75,-74,-74,,-74,-82,-88,-86,,
1714719889.9830072,,,,-53,,,-78,,,,,,,,,,,,,,-84,-83,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-80,,-81,-80,-72,-72,-73,-73,-73,-72,-73,-73,-72,-73,,-78,-78,-78,,-78,,-75,-75,,-75,-75,-75,-75,-75,-75,-75,-86,-87,-86,-87,-86,-87,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-55,,-76,-76,-76,,-77,,,,,
1714719897.0057626,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,-80,,-73,-72,,-73,-72,,-79,-79,-72,-73,,-79,-79,-79,,-79,,-75,-74,-74,-74,-74,-74,-75,-74,-74,-75,,-87,-86,-88,,-87,,,,,,,,-54,-54,-53,-54,-53,-54,-53,-54,-54,-53,-76,-76,-76,-76,-76,-76,,,,,
1714719904.0315952,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,-80,,-73,-72,,-73,-72,,-79,-79,-72,-73,,-79,-79,-79,,-79,,-75,-74,-74,-74,-74,-74,-75,-74,-74,-75,,-87,-86,-88,,-87,,,,,,,,-54,-54,-53,-54,-53,-54,-53,-54,-54,-53,-76,-76,-76,-76,-76,-76,,,,,
1714719911.0559366,,,,-62,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,-82,-83,,,,,-82,,,,-79,,,,,-80,-79,-79,-79,-79,-71,-71,-71,-71,-71,-71,-80,-81,-71,-71,-80,-80,-81,-80,-81,-80,,-75,-76,-75,-75,,-75,-75,-76,-75,-76,,,,,,-87,,,,,,,-85,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,,-77,-77,-77,,-76,,,,,
1714719918.0805306,,,,-69,,,-80,,,,,,,,,,,,,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-80,-78,-80,,-72,-71,-72,-71,-71,-72,-82,-82,-71,-82,,-81,-82,-82,,-81,,-74,-74,-74,-74,-74,-74,-88,-88,-74,-74,,-87,-87,-87,,-88,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-75,,-75,-75,-75,,-75,,,-91,,
1714719925.1059477,,,,-58,,,-80,,,,,,,,,,,,,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,,-70,-70,-70,-70,-71,-70,-81,-81,-71,-81,-81,-81,-81,-81,-81,-81,,-79,-79,-79,-79,-79,-79,-88,-88,-79,-80,,-87,-87,-87,,-88,,,,,,,,-58,-57,-57,-58,-57,-57,-57,-57,-58,-77,,-77,-76,-76,,-76,,,-88,,
1714719932.131279,,,,-58,,-95,,,,,,,,,,,,-83,-83,-83,-83,,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,-77,-70,-70,-70,-70,,-70,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,,,,,,,,,,,,,,-58,-57,-57,-58,-57,-57,-57,-57,-58,-77,,-77,-76,-76,,-76,-82,,-88,,
1714719939.1532097,,,,-54,,-93,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,-81,-81,-81,-82,-80,-81,,,-80,,,,,,,,,,,,,-73,-71,,-86,-85,,-86,,-86,-85,-86,,-85,,,,,,-74,,-89,-89,,-88,,-89,-88,-89,,,,,,,,,,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,,-77,-77,-76,,-77,,,-88,,
1714719946.1823204,,,,-64,,-93,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,-81,-81,-81,-82,-80,-81,,,-80,-79,-79,,,-79,,-79,,-80,-71,-71,-71,-70,-70,,-81,-81,-70,-81,,-81,-81,-81,,-81,,,,,,-74,,-87,-87,,-88,,-87,,-87,,,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-77,-77,-77,-77,-77,-77,,,-88,,
1714719953.207844,,,,-58,,,-75,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-79,-79,-79,-80,-79,-80,-79,-78,-79,-71,-71,-71,-71,-71,-71,-82,-82,-71,-81,,-82,-82,-82,,-82,,,,,,-74,,-87,-87,-77,-88,,-87,,-87,,-88,,,,,,,,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-77,-78,-78,-78,-77,-78,,,,,
1714719960.2152166,,,,-65,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-77,-77,-79,,-77,-78,-77,-78,-78,-71,-71,-71,-70,-71,-70,-80,-79,-71,-80,,-80,-80,-80,,-79,,-73,-74,-73,,-74,,-87,-88,-73,-73,,-88,-87,-87,,-87,,,,,,,,-54,-54,-54,-54,-55,-55,-55,-54,-55,-55,,-74,-74,-74,,-78,,,,,
1714719968.1895647,,,,-54,,-94,-77,,,,-79,-80,,-79,,-80,-81,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,,-82,,-82,-83,-82,,-82,,,,,,,,,,,-77,,,,,,,,,,,,,,-59,-59,-59,-59,-58,-57,-59,-59,-59,-57,,-76,-76,-76,,-76,,,,,
1714719974.2534606,,,,-60,,-94,-84,,,,-79,-80,,-79,,-80,-81,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-80,,,-80,-81,-80,-80,-80,-71,-70,-70,-70,-70,-70,-81,-80,-70,-80,,-81,-81,-80,,-80,,,-75,-75,,,,-87,-88,-75,-77,,-87,-87,-87,,-87,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,,-77,-76,-77,,-77,,,,,
